hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,199,2016,May,21,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,118.0,0,1,Canceled,2015-12-01
City Hotel,0,14,2016,July,30,23,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,0,Transient,85.0,0,0,Check-Out,2016-07-29
City Hotel,0,28,2017,May,21,21,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,0,Transient,199.0,1,2,Check-Out,2017-05-22
City Hotel,0,17,2017,August,31,2,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,85.0,0,Transient,89.0,0,0,Check-Out,2017-08-03
Resort Hotel,0,48,2016,November,45,5,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,36.04,0,1,Check-Out,2016-11-09
City Hotel,0,9,2016,January,2,4,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,89.0,0,1,Check-Out,2016-01-05
City Hotel,1,4,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,75.0,0,0,Canceled,2015-08-10
Resort Hotel,0,84,2016,April,17,21,6,15,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,74.18,0,0,Check-Out,2016-05-12
Resort Hotel,0,224,2015,September,39,23,2,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,156.0,0,Contract,51.7,0,3,Check-Out,2015-10-01
City Hotel,0,7,2017,February,8,20,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,0,Transient,77.6,0,0,Check-Out,2017-02-24
City Hotel,0,102,2016,August,34,19,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,119.7,0,2,Check-Out,2016-08-22
City Hotel,0,13,2017,May,21,25,0,1,1,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,0,Transient,170.0,0,0,Check-Out,2017-05-26
City Hotel,0,81,2017,May,19,13,2,2,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,121.5,0,0,Check-Out,2017-05-17
City Hotel,0,6,2017,January,2,11,2,5,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,76.94,0,2,Check-Out,2017-01-18
City Hotel,1,20,2016,March,11,6,2,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,85.0,0,0,Canceled,2016-02-15
City Hotel,0,81,2016,May,23,30,1,0,1,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,14.0,25,Transient-Party,120.0,0,0,Check-Out,2016-05-31
Resort Hotel,0,44,2015,July,30,22,0,2,2,1.0,0,HB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0,Transient,187.11,1,0,Check-Out,2015-07-24
City Hotel,0,0,2016,July,31,29,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.0,0,0,Check-Out,2016-07-30
City Hotel,0,23,2016,August,32,3,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,166.0,0,1,Check-Out,2016-08-04
Resort Hotel,1,46,2016,March,11,11,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,375.0,0,Transient-Party,25.0,0,0,Canceled,2016-03-02
City Hotel,1,252,2016,December,53,28,2,9,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,0,Transient,148.58,0,2,Canceled,2016-10-12
City Hotel,1,77,2017,May,20,20,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,0,Canceled,2017-03-09
Resort Hotel,0,187,2017,August,33,14,3,8,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,227.0,0,4,Check-Out,2017-08-25
City Hotel,0,0,2017,February,7,14,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,0,Transient,154.0,1,2,Check-Out,2017-02-15
Resort Hotel,0,0,2017,April,16,16,1,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,14.0,0,Transient,131.0,0,0,Check-Out,2017-04-17
Resort Hotel,0,81,2017,April,17,29,2,5,2,0.0,0,BB,IDN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0,Transient,40.95,0,0,Check-Out,2017-05-06
City Hotel,0,136,2016,May,21,16,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,0,Transient,107.95,0,0,Check-Out,2016-05-20
City Hotel,1,104,2016,November,48,22,0,5,1,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,0,Canceled,2016-09-11
City Hotel,0,21,2015,October,42,12,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2015-10-16
Resort Hotel,0,126,2017,August,34,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Group,167.0,0,1,Check-Out,2017-08-28
Resort Hotel,0,56,2017,January,5,31,0,4,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,29.6,0,0,Check-Out,2017-02-04
Resort Hotel,0,1,2017,January,5,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2017-02-02
Resort Hotel,1,148,2016,September,40,26,3,9,2,2.0,0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,189.5,0,0,Canceled,2016-09-11
Resort Hotel,0,0,2015,October,41,6,0,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,66.0,1,0,Check-Out,2015-10-08
Resort Hotel,0,273,2016,June,25,17,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,77.64,0,1,Check-Out,2016-06-24
City Hotel,1,124,2015,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Canceled,2015-08-01
Resort Hotel,0,234,2016,August,32,2,0,5,2,1.0,1,HB,PRT,Direct,Direct,0,0,0,G,G,3,No Deposit,250.0,0,Transient,227.0,1,2,Check-Out,2016-08-07
Resort Hotel,1,267,2015,September,39,26,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,0,Transient,54.99,0,0,Canceled,2015-06-17
City Hotel,0,6,2015,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient-Party,0.0,0,0,Check-Out,2015-12-12
City Hotel,1,125,2017,June,25,18,2,0,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,0,Canceled,2017-05-13
Resort Hotel,0,1,2015,December,49,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient,29.78,0,0,Check-Out,2015-12-04
City Hotel,1,107,2016,September,39,19,1,1,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.5,0,0,Canceled,2016-08-02
Resort Hotel,0,1,2016,March,14,30,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2016-03-31
Resort Hotel,1,112,2015,August,34,22,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,178.0,0,2,Canceled,2015-06-02
City Hotel,0,12,2016,June,26,19,2,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,177.0,0,2,Check-Out,2016-06-23
City Hotel,1,112,2016,September,37,8,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.6,0,0,Canceled,2016-07-13
Resort Hotel,0,89,2016,August,32,6,2,5,2,0.0,0,HB,URY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,227.0,0,1,Check-Out,2016-08-13
Resort Hotel,0,7,2016,November,45,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-11-04
City Hotel,0,193,2017,March,12,23,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,108.0,0,1,Check-Out,2017-03-27
City Hotel,1,34,2015,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-29
City Hotel,0,281,2016,October,41,3,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,0,Transient,168.3,0,0,Check-Out,2016-10-07
Resort Hotel,1,129,2015,July,27,4,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,0,Transient,141.0,0,1,Canceled,2015-03-03
Resort Hotel,0,0,2017,April,17,27,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,0,Transient,64.6,0,1,Check-Out,2017-04-28
Resort Hotel,0,52,2016,September,36,3,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,4,No Deposit,240.0,0,Transient,189.0,0,1,Check-Out,2016-09-06
City Hotel,1,79,2016,December,53,30,0,2,1,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,160.78,0,1,Canceled,2016-11-21
Resort Hotel,0,195,2017,March,10,5,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,273.0,0,Transient-Party,67.94,0,0,Check-Out,2017-03-12
Resort Hotel,0,1,2017,January,1,6,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2017-01-08
City Hotel,0,8,2016,February,6,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,G,G,2,No Deposit,14.0,0,Transient-Party,101.0,0,0,Check-Out,2016-02-07
Resort Hotel,0,16,2016,March,14,27,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2016-03-29
City Hotel,1,241,2017,March,10,6,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,85.0,0,1,Canceled,2016-08-06
City Hotel,0,88,2016,March,10,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,60.0,0,1,Check-Out,2016-03-07
City Hotel,0,76,2016,May,20,12,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,159.3,0,1,Check-Out,2016-05-15
City Hotel,0,118,2016,July,27,1,2,5,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,107.95,0,1,Check-Out,2016-07-08
City Hotel,0,52,2017,May,20,16,0,1,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,14.0,0,Transient,170.0,0,2,Check-Out,2017-05-17
City Hotel,1,113,2016,December,50,6,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.3,0,3,Canceled,2016-08-21
City Hotel,0,151,2016,January,4,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,63,Transient-Party,71.0,0,0,Check-Out,2016-01-21
Resort Hotel,0,0,2016,July,30,17,1,0,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,115.0,0,0,Check-Out,2016-07-18
Resort Hotel,1,0,2016,June,24,5,1,0,1,0.0,0,BB,PRT,Direct,Corporate,0,0,1,A,A,1,No Deposit,14.0,0,Transient,90.0,0,0,Canceled,2016-06-05
City Hotel,1,1,2016,November,49,28,1,3,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,78.53,0,0,Canceled,2016-11-27
City Hotel,0,54,2016,August,32,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.9,0,1,Check-Out,2016-08-09
Resort Hotel,0,15,2017,March,12,20,1,1,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,82.0,1,1,Check-Out,2017-03-22
City Hotel,1,33,2015,October,43,21,0,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,79.11,0,0,No-Show,2015-10-21
Resort Hotel,0,14,2017,June,23,10,0,1,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0,Transient,93.0,0,0,Check-Out,2017-06-11
City Hotel,0,5,2016,February,6,1,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,68.22,0,1,Check-Out,2016-02-04
Resort Hotel,0,18,2016,February,9,27,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0,Transient,60.0,0,0,Check-Out,2016-02-29
City Hotel,1,51,2017,June,25,22,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.0,0,0,Canceled,2017-05-16
City Hotel,0,2,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29
City Hotel,0,190,2016,August,35,22,3,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,128.92,0,0,Check-Out,2016-08-31
City Hotel,1,70,2016,November,45,4,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,0,Canceled,2016-10-27
City Hotel,0,13,2016,June,24,7,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,D,E,0,No Deposit,14.0,0,Transient,110.0,0,0,Check-Out,2016-06-09
City Hotel,0,7,2016,March,13,23,0,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,2016-03-27
City Hotel,1,15,2016,May,23,31,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.0,0,0,Canceled,2016-05-21
City Hotel,0,135,2017,April,17,24,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,99.0,0,0,Check-Out,2017-04-27
Resort Hotel,0,0,2017,July,28,12,0,1,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,241.0,0,Transient,126.0,1,2,Check-Out,2017-07-13
City Hotel,0,3,2016,March,10,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,14.0,0,Transient,67.0,1,1,Check-Out,2016-03-04
City Hotel,0,168,2017,July,29,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.1,0,1,Check-Out,2017-07-21
City Hotel,1,6,2017,March,12,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,86.0,0,Transient,94.4,0,0,Canceled,2017-03-22
City Hotel,1,14,2017,January,3,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.78,0,0,Canceled,2017-01-09
Resort Hotel,0,17,2015,July,27,2,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,133.0,0,1,Check-Out,2015-07-05
Resort Hotel,0,5,2017,March,12,22,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient,60.0,0,0,Check-Out,2017-03-23
City Hotel,0,7,2016,February,7,11,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,28.0,0,Transient-Party,116.0,0,1,Check-Out,2016-02-14
Resort Hotel,1,124,2017,April,15,9,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,492.0,0,Transient,80.0,0,0,Canceled,2017-02-28
City Hotel,0,12,2017,April,16,21,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,150.0,0,1,Check-Out,2017-04-24
City Hotel,0,96,2017,August,34,20,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,0,Transient,80.1,0,1,Check-Out,2017-08-24
City Hotel,0,186,2016,July,31,28,2,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,111.76,0,1,Check-Out,2016-08-02
City Hotel,0,24,2015,October,42,15,0,2,2,1.0,0,BB,MYS,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,141.0,0,2,Check-Out,2015-10-17
Resort Hotel,0,203,2017,August,33,19,2,5,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,314.0,0,Transient,184.5,0,2,Check-Out,2017-08-26
Resort Hotel,0,26,2016,February,6,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,34.73,0,0,Check-Out,2016-02-13
Resort Hotel,0,0,2017,June,24,15,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,302.0,0,Transient,0.0,0,0,Check-Out,2017-06-16
City Hotel,1,170,2017,July,29,20,2,4,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,122.7,0,0,Canceled,2017-05-21
Resort Hotel,0,131,2015,December,53,28,1,3,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,107.05,1,0,Check-Out,2016-01-01
City Hotel,1,232,2016,August,35,25,0,3,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.9,0,0,Canceled,2016-05-24
City Hotel,0,23,2015,October,43,18,2,2,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,105.0,0,1,Check-Out,2015-10-22
City Hotel,0,58,2016,September,37,5,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.0,0,3,Check-Out,2016-09-06
City Hotel,0,8,2016,April,18,26,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,119.0,0,1,Check-Out,2016-04-28
City Hotel,0,4,2016,February,7,12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,88.0,0,1,Check-Out,2016-02-14
City Hotel,1,139,2016,November,47,16,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,68.0,0,0,Canceled,2016-07-05
City Hotel,0,162,2017,January,1,7,2,2,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,2,Check-Out,2017-01-11
City Hotel,0,51,2016,September,37,7,0,1,2,0.0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,87.3,0,1,Check-Out,2016-09-08
City Hotel,0,16,2016,March,11,8,0,3,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,14.0,0,Transient-Party,76.0,0,0,Check-Out,2016-03-11
Resort Hotel,0,9,2017,April,17,24,1,5,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,103.67,0,1,Check-Out,2017-04-30
City Hotel,1,119,2016,April,16,15,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,90.9,0,0,Canceled,2016-01-26
City Hotel,0,110,2016,April,18,27,0,3,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,96.3,0,1,Check-Out,2016-04-30
City Hotel,0,170,2017,April,15,12,0,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,84.0,0,1,Check-Out,2017-04-15
City Hotel,0,1,2016,March,10,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient,80.0,0,0,Check-Out,2016-03-04
City Hotel,1,10,2017,February,9,27,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,74.8,0,0,Canceled,2017-02-17
Resort Hotel,0,0,2017,July,27,7,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,105.0,0,2,Check-Out,2017-07-08
Resort Hotel,1,0,2017,February,7,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,78.0,0,1,No-Show,2017-02-17
Resort Hotel,0,2,2016,April,15,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,146.0,0,Transient-Party,54.0,0,0,Check-Out,2016-04-09
City Hotel,0,48,2016,September,39,19,1,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.9,0,1,Check-Out,2016-09-21
Resort Hotel,0,1,2016,January,4,17,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,29.0,0,0,Check-Out,2016-01-22
Resort Hotel,1,296,2017,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,71.1,0,0,Canceled,2016-04-15
City Hotel,1,4,2016,February,8,15,1,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,92.65,0,1,Canceled,2016-02-13
City Hotel,1,26,2016,December,50,4,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,114.0,0,1,Canceled,2016-11-24
City Hotel,0,34,2017,July,28,9,2,0,3,0.0,0,BB,IND,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,129.0,0,1,Check-Out,2017-07-11
Resort Hotel,0,296,2017,June,26,29,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0,Contract,123.5,0,2,Check-Out,2017-07-13
City Hotel,0,1,2016,August,35,24,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,99.33,0,1,Check-Out,2016-08-26
City Hotel,0,234,2017,July,30,28,2,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.5,0,1,Check-Out,2017-08-03
City Hotel,0,22,2016,December,50,7,0,4,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,146.5,0,0,Check-Out,2016-12-11
City Hotel,0,21,2017,January,1,7,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,2,Check-Out,2017-01-08
Resort Hotel,0,164,2016,July,27,1,2,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,40.0,0,Contract,77.8,0,1,Check-Out,2016-07-10
City Hotel,0,8,2017,June,23,8,0,1,1,0.0,0,HB,UZB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157.0,0,Transient,138.5,0,0,Check-Out,2017-06-09
City Hotel,0,0,2015,September,39,21,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2015-09-24
City Hotel,0,122,2016,August,32,2,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,8.0,0,Transient,118.8,0,1,Check-Out,2016-08-05
City Hotel,0,184,2017,July,27,7,0,1,2,3.0,0,BB,ARM,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,227.0,0,0,Check-Out,2017-07-08
City Hotel,0,4,2016,November,47,18,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,0,Transient,87.63,0,1,Check-Out,2016-11-22
Resort Hotel,0,27,2016,May,19,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,111.0,1,1,Check-Out,2016-05-10
City Hotel,1,61,2017,July,29,22,1,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,Refundable,14.0,0,Transient,139.5,0,0,Canceled,2017-07-21
City Hotel,1,99,2017,July,30,23,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,185.0,0,1,Canceled,2017-04-20
